Taxon	DB Object type	DB Object ID	DB Object Symbol	Inferred gene association	Gene Product Form ID	Additional genetic components	Experimental conditions	Association type	Qualifier	DOID	with - Ortholog	Modifier - assocation type	Modifier - Qualifier	Modifier - genetic	Modifier - experimental conditions	Evidence Code	genetic sex	DB:Reference	Date	Assigned By
taxon:559292	gene	SGD:S000003964	SDH2	SDH2				is_implicated_in		DOID:0050773	HGNC:10681					IMP,ISS		PMID:19261679	20170412	SGD
taxon:559292	gene	SGD:S000004022	RAD5	RAD5				is_implicated_in		DOID:3119	HGNC:11099					IMP,ISS		PMID:18316726	20170412	SGD
taxon:559292	gene	SGD:S000004065	RPL10	RPL10				is_implicated_in		DOID:12849	HGNC:10298					IMP,ISS		PMID:16940977	20170412	SGD
taxon:559292	gene	SGD:S000004065	RPL10	RPL10				is_implicated_in		DOID:0060807	HGNC:10298					IMP,ISS		PMID:26290468	20170412	SGD
taxon:559292	gene	SGD:S000004065	RPL10	RPL10				is_implicated_in		DOID:14789	HGNC:10298					IMP,ISS		PMID:26290468	20170412	SGD
taxon:559292	gene	SGD:S000004089	ICT1	ICT1				is_implicated_in		DOID:0050729	HGNC:21396					IMP,ISS		PMID:18606822	20170412	SGD
taxon:559292	gene	SGD:S000004090	ERG27	ERG27				is_implicated_in		DOID:1701	HGNC:5215					IMP,ISS		PMID:12829805	20170412	SGD
taxon:559292	gene	SGD:S000004181	PEX13	PEX13				is_implicated_in		DOID:906	HGNC:8855					IMP,ISS		PMID:9480815	20170412	SGD
taxon:559292	gene	SGD:S000004191	COQ9	COQ9				is_implicated_in		DOID:0050730	HGNC:25302					IMP,ISS		PMID:19375058	20170412	SGD
taxon:559292	gene	SGD:S000004227	THI7	THI7				is_implicated_in		DOID:13382	HGNC:10938					IMP,ISS		PMID:10074490	20170412	SGD
taxon:559292	gene	SGD:S000004241	SYM1	SYM1				is_implicated_in		DOID:0080121	HGNC:7224					IMP,ISS		PMID:16582910	20170412	SGD
taxon:559292	gene	SGD:S000004295	ACO1	ACO1				is_implicated_in		DOID:1891	HGNC:118					IMP,ISS		PMID:25351951	20170412	SGD
taxon:559292	gene	SGD:S000004295	ACO1	ACO1				is_implicated_in		DOID:331	HGNC:118					IMP,ISS		PMID:25351951	20170412	SGD
taxon:559292	gene	SGD:S000004295	ACO1	ACO1				is_implicated_in		DOID:1289	HGNC:118					IMP,ISS		PMID:25351951	20170412	SGD
taxon:559292	gene	SGD:S000004374	NAM2	NAM2				is_implicated_in		DOID:0050857	HGNC:17095					IMP,ISS		PMID:23541342	20170412	SGD
taxon:559292	gene	SGD:S000004374	NAM2	NAM2				is_implicated_in		DOID:700	HGNC:17095					IMP,ISS		PMID:25261707	20170412	SGD
taxon:559292	gene	SGD:S000004396	SEI1	SEI1				is_implicated_in		DOID:0050585	HGNC:15832					IMP,ISS		PMID:18093937	20170412	SGD
taxon:559292	gene	SGD:S000004396	SEI1	SEI1				is_implicated_in		DOID:0050585	HGNC:15832					IMP,ISS		PMID:18250201	20170412	SGD
taxon:559292	gene	SGD:S000004396	SEI1	SEI1				is_implicated_in		DOID:0050585	HGNC:15832					IMP,ISS		PMID:24434579	20170412	SGD
taxon:559292	gene	SGD:S000004430	CAR2	CAR2				is_implicated_in		DOID:1415	HGNC:8091					IMP,ISS		PMID:23076989	20170412	SGD
taxon:559292	gene	SGD:S000004430	CAR2	CAR2				is_implicated_in		DOID:1415	HGNC:8091					IMP,ISS		PMID:8281144	20170412	SGD
taxon:559292	gene	SGD:S000004526	PIF1	PIF1				is_implicated_in		DOID:3911	HGNC:26220					IMP,ISS		PMID:23657261	20170412	SGD
taxon:559292	gene	SGD:S000004526	PIF1	PIF1				is_implicated_in		DOID:162	HGNC:26220					IMP,ISS		PMID:23657261	20170412	SGD
taxon:559292	gene	SGD:S000004534	POB3	POB3				is_implicated_in		DOID:162	HGNC:11327					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000004542	BET5	BET5				is_implicated_in		DOID:1909	HGNC:19894					IMP,ISS		PMID:10582700	20170412	SGD
taxon:559292	gene	SGD:S000004542	BET5	BET5				is_implicated_in		DOID:162	HGNC:19894					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000004578	COQ5	COQ5				is_implicated_in		DOID:0050730	HGNC:28722					IMP,ISS		PMID:25152161	20170412	SGD
taxon:559292	gene	SGD:S000004589	NDI1	NDI1				is_implicated_in		DOID:705	HGNC:7459					IMP,ISS		PMID:17320357	20170412	SGD
taxon:559292	gene	SGD:S000004615	SEC59	SEC59				is_implicated_in		DOID:0050570	HGNC:23406					IMP,ISS		PMID:17273964	20170412	SGD
taxon:559292	gene	SGD:S000004641	CCS1	CCS1				is_implicated_in		DOID:332	HGNC:1613					IMP,ISS		PMID:11027581	20170412	SGD
taxon:559292	gene	SGD:S000004695	YTA12	YTA12				is_implicated_in		DOID:2476	HGNC:11237					IMP,ISS		PMID:14623864	20170412	SGD
taxon:559292	gene	SGD:S000004695	YTA12	YTA12				is_implicated_in		DOID:0050977	HGNC:315					IMP,ISS		PMID:20208537	20170412	SGD
taxon:559292	gene	SGD:S000004716	HFD1	HFD1				is_implicated_in		DOID:14501	HGNC:403					IMP,ISS		PMID:22633490	20170412	SGD
taxon:559292	gene	SGD:S000004771	HLJ1	HLJ1				is_implicated_in		DOID:12858	HGNC:14884					IMP,ISS		PMID:14657499	20170412	SGD
taxon:559292	gene	SGD:S000004771	HLJ1	HLJ1				is_implicated_in		DOID:12858	HGNC:14884					IMP,ISS		PMID:14657499	20170412	SGD
taxon:559292	gene	SGD:S000004775	PAH1	PAH1				is_implicated_in		DOID:0080108	HGNC:13345					IMP,ISS		PMID:18817903	20170412	SGD
taxon:559292	gene	SGD:S000004775	PAH1	PAH1				is_implicated_in		DOID:0080108	HGNC:13345					IMP,ISS		PMID:20583302	20170412	SGD
taxon:559292	gene	SGD:S000004775	PAH1	PAH1				is_implicated_in		DOID:0080108	HGNC:13345					IMP,ISS		PMID:22481384	20170412	SGD
taxon:559292	gene	SGD:S000004775	PAH1	PAH1				is_implicated_in		DOID:0080108	HGNC:14450					IMP,ISS		PMID:22481384	20170412	SGD
taxon:559292	gene	SGD:S000004775	PAH1	PAH1				is_implicated_in		DOID:0080108	HGNC:14451					IMP,ISS		PMID:22481384	20170412	SGD
taxon:559292	gene	SGD:S000004775	PAH1	PAH1				is_implicated_in		DOID:3146	HGNC:13345					IMP,ISS		PMID:25475986	20170412	SGD
taxon:559292	gene	SGD:S000004777	MLH1	MLH1				is_implicated_in		DOID:9256	HGNC:7127					IMP,ISS		PMID:19863800	20170412	SGD
taxon:559292	gene	SGD:S000004802	SGS1	SGS1				is_implicated_in		DOID:2717	HGNC:1058					IMP,ISS		PMID:10069810	20170412	SGD
taxon:559292	gene	SGD:S000004802	SGS1	SGS1				is_implicated_in		DOID:2717	HGNC:1058					IMP,ISS		PMID:16288211	20170412	SGD
taxon:559292	gene	SGD:S000004802	SGS1	SGS1				is_implicated_in		DOID:2717	HGNC:13884					IMP,ISS		PMID:9671747	20170412	SGD
taxon:559292	gene	SGD:S000004802	SGS1	SGS1				is_implicated_in		DOID:5688	HGNC:12791					IMP,ISS		PMID:9671747	20170412	SGD
taxon:559292	gene	SGD:S000004818	PFK2	PFK2				is_implicated_in		DOID:2747	HGNC:8877					IMP,ISS		PMID:7825568	20170412	SGD
taxon:559292	gene	SGD:S000004821	ERG12	ERG12				is_implicated_in		DOID:162	HGNC:7530					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000004860	FAA4	FAA4				is_implicated_in		DOID:14501	HGNC:3569					IMP,ISS		PMID:22633490	20170412	SGD
taxon:559292	gene	SGD:S000004860	FAA4	FAA4				is_implicated_in		DOID:14501	HGNC:29567					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000004860	FAA4	FAA4				is_implicated_in		DOID:14501	HGNC:3570					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000004860	FAA4	FAA4				is_implicated_in		DOID:14501	HGNC:3571					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000004860	FAA4	FAA4				is_implicated_in		DOID:14501	HGNC:16526					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000004860	FAA4	FAA4				is_implicated_in		DOID:14501	HGNC:16496					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000004860	FAA4	FAA4				is_implicated_in		DOID:14501	HGNC:10996					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000004860	FAA4	FAA4				is_implicated_in		DOID:14501	HGNC:10998					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000004872	TRM732	TRM732				is_implicated_in		DOID:0050776	HGNC:19217					IMP,ISS		PMID:25404562	20170412	SGD
taxon:559292	gene	SGD:S000004925	PSE1	PSE1				is_implicated_in		DOID:162	HGNC:6402					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000004931	PRE5	PRE5				is_implicated_in		DOID:162	HGNC:9530					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000005005	NOP2	NOP2				is_implicated_in		DOID:162	HGNC:7867					IMP,ISS		PMID:26196125	20170412	SGD
taxon:559292	gene	SGD:S000005163	ALG9	ALG9				is_implicated_in		DOID:0050570	HGNC:15672					IMP,ISS		PMID:15148656	20170412	SGD
taxon:559292	gene	SGD:S000005163	ALG9	ALG9				is_implicated_in		DOID:0050570	HGNC:15672					IMP,ISS		PMID:15148656	20170412	SGD
taxon:559292	gene	SGD:S000005163	ALG9	ALG9				is_implicated_in		DOID:0050570	HGNC:15672					IMP,ISS		PMID:15945070	20170412	SGD
taxon:559292	gene	SGD:S000005185	ZWF1	ZWF1				is_implicated_in		DOID:2861	HGNC:4057					IMP,ISS		PMID:14757426	20170412	SGD
taxon:559292	gene	SGD:S000005199	GIS2	GIS2				is_implicated_in		DOID:0050759	HGNC:13164					IMP,ISS		PMID:21232131	20170412	SGD
taxon:559292	gene	SGD:S000005237	MSB3	MSB3				is_implicated_in		DOID:3369	HGNC:16858					IMP,ISS		PMID:14521938	20170412	SGD
taxon:559292	gene	SGD:S000005237	MSB3	MSB3				is_implicated_in		DOID:162	HGNC:16858					IMP,ISS		PMID:16099424	20170412	SGD
taxon:559292	gene	SGD:S000005313	ALG12	ALG12				is_implicated_in		DOID:0050570	HGNC:19358					IMP,ISS		PMID:12217961	20170412	SGD
taxon:559292	gene	SGD:S000005313	ALG12	ALG12				is_implicated_in		DOID:0050570	HGNC:19358					IMP,ISS		PMID:12217961	20170412	SGD
taxon:559292	gene	SGD:S000005324	COQ2	COQ2				is_implicated_in		DOID:0050730	HGNC:25223					IMP,ISS		PMID:17332895	20170412	SGD
taxon:559292	gene	SGD:S000005324	COQ2	COQ2				is_implicated_in		DOID:0050730	HGNC:25223					IMP,ISS		PMID:17374725	20170412	SGD
taxon:559292	gene	SGD:S000005324	COQ2	COQ2				is_implicated_in		DOID:4752	HGNC:25223					IMP,ISS		PMID:23758206	20170412	SGD
taxon:559292	gene	SGD:S000005324	COQ2	COQ2				is_implicated_in		DOID:0050730	HGNC:25223					IMP,ISS		PMID:25564041	20170412	SGD
taxon:559292	gene	SGD:S000005409	GSH2	GSH2				is_implicated_in		DOID:12858	HGNC:4624					IMP,ISS		PMID:14657499	20170412	SGD
taxon:559292	gene	SGD:S000005409	GSH2	GSH2				is_implicated_in		DOID:12858	HGNC:4624					IMP,ISS		PMID:14657499	20170412	SGD
taxon:559292	gene	SGD:S000005441	IRA2	IRA2				is_implicated_in		DOID:8712	HGNC:7765					IMP,ISS		PMID:2121369	20170412	SGD
taxon:559292	gene	SGD:S000005441	IRA2	IRA2				is_implicated_in		DOID:8712	HGNC:7765					IMP,ISS		PMID:2121371	20170412	SGD
taxon:559292	gene	SGD:S000005472	MSB4	MSB4				is_implicated_in		DOID:3369	HGNC:16858					IMP,ISS		PMID:14521938	20170412	SGD
taxon:559292	gene	SGD:S000005493	HRT1	HRT1				is_implicated_in		DOID:162	HGNC:9928					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000005528	ALG6	ALG6				is_implicated_in		DOID:0050570	HGNC:23157					IMP,ISS		PMID:10359825	20170412	SGD
taxon:559292	gene	SGD:S000005528	ALG6	ALG6				is_implicated_in		DOID:0050570	HGNC:23157					IMP,ISS		PMID:10914684	20170412	SGD
taxon:559292	gene	SGD:S000005528	ALG6	ALG6				is_implicated_in		DOID:0050570	HGNC:23157					IMP,ISS		PMID:10924277	20170412	SGD
taxon:559292	gene	SGD:S000005568	CUE5	CUE5				is_implicated_in		DOID:1289	HGNC:16476					IMP,ISS		PMID:25042851	20170412	SGD
taxon:559292	gene	SGD:S000005593	ALG8	ALG8				is_implicated_in		DOID:0050570	HGNC:23161					IMP,ISS		PMID:15235028	20170412	SGD
taxon:559292	gene	SGD:S000005626	CRC1	CRC1				is_implicated_in		DOID:3146	HGNC:1421					IMP,ISS		PMID:11162577	20170412	SGD
taxon:559292	gene	SGD:S000005648	PFY1	PFY1				is_implicated_in		DOID:332	HGNC:8881					IMP,ISS		PMID:24920614	20170412	SGD
taxon:559292	gene	SGD:S000005656	ORT1	ORT1				is_implicated_in		DOID:0050720	HGNC:10985					IMP,ISS		PMID:24721342	20170412	SGD
taxon:559292	gene	SGD:S000005656	ORT1	ORT1				is_implicated_in		DOID:0050720	HGNC:10985					IMP,ISS		PMID:25818551	20170412	SGD
taxon:559292	gene	SGD:S000005669	THI80	THI80				is_implicated_in		DOID:162	HGNC:17358					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000005675	SMP3	SMP3				is_implicated_in		DOID:162	HGNC:30596					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000005702	HEM15	HEM15				is_implicated_in		DOID:162	HGNC:3647					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000005707	LAS17	LAS17				is_implicated_in		DOID:9169	HGNC:12731					IMP,ISS		PMID:16488394	20170412	SGD
taxon:559292	gene	SGD:S000005707	LAS17	LAS17				is_implicated_in		DOID:9169	HGNC:12731					IMP,ISS		PMID:19817875	20170412	SGD
taxon:559292	gene	SGD:S000005752	ISU2	ISU2				is_implicated_in		DOID:699	HGNC:29882					IMP,ISS		PMID:24573684	20170412	SGD
taxon:559292	gene	SGD:S000005762	DFR1	DFR1				is_implicated_in		DOID:162	HGNC:2861					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000005796	VPH1	VPH1				is_implicated_in		DOID:14219	HGNC:866					IMP,ISS		PMID:18632794	20170412	SGD
taxon:559292	gene	SGD:S000005800	MOD5	MOD5				is_implicated_in		DOID:1324	HGNC:20286					IMP,ISS		PMID:15870694	20170412	SGD
taxon:559292	gene	SGD:S000005844	FAA1	FAA1				is_implicated_in		DOID:14501	HGNC:3569					IMP,ISS		PMID:22633490	20170412	SGD
taxon:559292	gene	SGD:S000005844	FAA1	FAA1				is_implicated_in		DOID:14501	HGNC:29567					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000005844	FAA1	FAA1				is_implicated_in		DOID:14501	HGNC:3570					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000005844	FAA1	FAA1				is_implicated_in		DOID:14501	HGNC:3571					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000005844	FAA1	FAA1				is_implicated_in		DOID:14501	HGNC:16526					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000005844	FAA1	FAA1				is_implicated_in		DOID:14501	HGNC:16496					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000005844	FAA1	FAA1				is_implicated_in		DOID:14501	HGNC:10996					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000005844	FAA1	FAA1				is_implicated_in		DOID:14501	HGNC:10998					IMP,ISS		PMID:24269233	20170412	SGD
taxon:559292	gene	SGD:S000005857	MIP1	MIP1				is_implicated_in		DOID:3911	HGNC:9179					IMP,ISS		PMID:24398692	20170412	SGD
taxon:559292	gene	SGD:S000005857	MIP1	MIP1				is_implicated_in		DOID:1442	HGNC:9179					IMP,ISS		PMID:24398692	20170412	SGD
taxon:559292	gene	SGD:S000005857	MIP1	MIP1				is_implicated_in		DOID:12558	HGNC:9179					IMP,ISS		PMID:24398692	20170412	SGD
taxon:559292	gene	SGD:S000005857	MIP1	MIP1				is_implicated_in		DOID:574	HGNC:9179					IMP,ISS		PMID:24398692	20170412	SGD
taxon:559292	gene	SGD:S000005857	MIP1	MIP1				is_implicated_in		DOID:1442	HGNC:9179					IMP,ISS		PMID:25914719	20170412	SGD
taxon:559292	gene	SGD:S000005862	ALA1	ALA1				is_implicated_in		DOID:10223	HGNC:20					IMP,ISS		PMID:7761427	20170412	SGD
taxon:559292	gene	SGD:S000005927	NCR1	NCR1				is_implicated_in		DOID:14504	HGNC:7897					IMP,ISS		PMID:14970192	20170412	SGD
taxon:559292	gene	SGD:S000005952	PHO85	PHO85				is_implicated_in		DOID:0050453	HGNC:1774					IMP,ISS		PMID:25560765	20170412	SGD
taxon:559292	gene	SGD:S000005961	ISM1	ISM1				is_implicated_in		DOID:700	HGNC:29685					IMP,ISS		PMID:25261707	20170412	SGD
taxon:559292	gene	SGD:S000006038	IDI1	IDI1				is_implicated_in		DOID:162	HGNC:5387					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000006041	VPS30	VPS30				is_implicated_in		DOID:1612	HGNC:1034					IMP,ISS		PMID:10604474	20170412	SGD
taxon:559292	gene	SGD:S000006056	ISU1	ISU1				is_implicated_in		DOID:699	HGNC:29882					IMP,ISS		PMID:24573684	20170412	SGD
taxon:559292	gene	SGD:S000006068	PXA1	PXA1				is_implicated_in		DOID:10588	HGNC:61					IMP,ISS		PMID:21145416	20170412	SGD
taxon:559292	gene	SGD:S000006068	PXA1	PXA1				is_implicated_in		DOID:10588	HGNC:66					IMP,ISS		PMID:21145416	20170412	SGD
taxon:559292	gene	SGD:S000006074	RAD53	RAD53				is_implicated_in		DOID:1612	HGNC:16627					IMP,ISS		PMID:15649950	20170412	SGD
taxon:559292	gene	SGD:S000006093	COX10	COX10				is_implicated_in		DOID:3762	HGNC:2260					IMP,ISS		PMID:10767350	20170412	SGD
taxon:559292	gene	SGD:S000006148	ALG5	ALG5				is_implicated_in		DOID:0050570	HGNC:20266					IMP,ISS		PMID:10359825	20170412	SGD
taxon:559292	gene	SGD:S000006158	SUI3	SUI3				is_implicated_in		DOID:10579	HGNC:3266					IMP,ISS		PMID:23335982	20170412	SGD
taxon:559292	gene	SGD:S000006162	CIN2	CIN2				is_implicated_in		DOID:10584	HGNC:10274					IMP,ISS		PMID:18376416	20170412	SGD
taxon:559292	gene	SGD:S000006225	AGC1	AGC1				is_implicated_in		DOID:9273	HGNC:10982					IMP,ISS		PMID:14622413	20170412	SGD
taxon:559292	gene	SGD:S000006225	AGC1	AGC1				is_implicated_in		DOID:1852	HGNC:10983					IMP,ISS		PMID:23053473	20170412	SGD
taxon:559292	gene	SGD:S000006225	AGC1	AGC1				is_implicated_in		DOID:9273	HGNC:10983					IMP,ISS		PMID:23053473	20170412	SGD
taxon:559292	gene	SGD:S000006225	AGC1	AGC1				is_implicated_in		DOID:1852	HGNC:10983					IMP,ISS		PMID:24586645	20170412	SGD
taxon:559292	gene	SGD:S000006225	AGC1	AGC1				is_implicated_in		DOID:4137	HGNC:10983					IMP,ISS		PMID:25216257	20170412	SGD
taxon:559292	gene	SGD:S000006228	YME1	YME1				is_implicated_in		DOID:700	HGNC:12843					IMP,ISS		PMID:10930580	20170412	SGD
taxon:559292	gene	SGD:S000006237	HTS1	HTS1				is_implicated_in		DOID:0110162	HGNC:4816					IMP,ISS		PMID:22930593	20170412	SGD
taxon:559292	gene	SGD:S000006286	DIB1	DIB1				is_implicated_in		DOID:162	HGNC:30551					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000006317	PIS1	PIS1				is_implicated_in		DOID:162	HGNC:1769					IMP,ISS		PMID:26354769	20170412	SGD
taxon:559292	gene	SGD:S000006328	CTR1	CTR1				is_implicated_in		DOID:1838	HGNC:11016					IMP,ISS		PMID:10974539	20170412	SGD
taxon:559292	gene	SGD:S000006344	TAZ1	TAZ1				is_implicated_in		DOID:0050476	HGNC:11577					IMP,ISS		PMID:12930833	20170412	SGD
taxon:559292	gene	SGD:S000006344	TAZ1	TAZ1				is_implicated_in		DOID:0050476	HGNC:11577					IMP,ISS		PMID:15304507	20170412	SGD
taxon:559292	gene	SGD:S000002277	HEM25	HEM25				is_implicated_in		DOID:8955	HGNC:26054					IMP,ISS		PMID:27476175	20170412	SGD
